MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MoSold,SaleType,SaleCondition,Id,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,SalePrice
60,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,6,WD,Normal,470,76,9291,1993,1993,120,426,0,406,832,832,878,0,1710,1993,506,144,70,0,0,0,0,0,2008,187000
120,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Av,GLQ,BLQ,GasA,TA,Y,SBrkr,1,0,1,1,1,1,Gd,4,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,6,WD,Normal,471,0,6820,1985,1985,0,368,1120,0,1488,1502,0,0,1502,1985,528,0,54,0,0,140,0,0,2010,212000
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,Mansard,WdShake,WdShing,Plywood,None,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,0,2,1,3,1,TA,8,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,None,None,None,11,WD,Normal,472,92,11952,1977,1977,0,0,0,808,808,1161,808,0,1969,1977,534,0,0,0,0,276,0,0,2007,190000
180,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,1,0,2,1,TA,5,Typ,0,None,Basment,RFn,2,TA,TA,Y,None,None,None,6,WD,Normal,473,35,3675,2005,2005,80,459,0,88,547,1072,0,0,1072,2005,525,0,28,0,0,0,0,0,2008,148000
120,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,2,1,Ex,6,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,8,WD,Normal,475,41,5330,2000,2000,0,1196,0,298,1494,1652,0,0,1652,2000,499,96,48,0,0,0,0,0,2007,251000
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,None,None,7,WD,Normal,476,80,8480,1963,1963,0,630,0,340,970,970,0,0,970,1996,624,0,24,0,0,192,0,0,2007,132500
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,None,None,None,4,WD,Normal,477,75,13125,1997,1998,215,994,0,484,1478,1493,0,0,1493,1997,508,140,39,0,0,0,0,0,2008,208900
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Ex,9,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,None,None,None,3,WD,Normal,478,105,13693,2006,2006,772,0,0,2153,2153,2069,574,0,2643,2006,694,414,84,0,0,0,0,0,2007,380000
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,None,None,None,9,WD,Normal,479,79,10637,2007,2008,336,1288,0,417,1705,1718,0,0,1718,2007,826,208,44,0,0,0,0,0,2009,297000
30,RM,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,Hip,CompShg,Stucco,Stucco,BrkCmn,TA,TA,BrkTil,Fa,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,0,0,1,0,2,1,TA,7,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,MnPrv,None,3,WD,Alloca,480,50,5925,1937,2000,435,168,0,739,907,1131,0,0,1131,1995,672,0,72,0,0,0,0,0,2007,89471
20,RL,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,None,None,None,3,WD,Normal,481,98,16033,2004,2005,378,1261,0,572,1833,1850,0,0,1850,2004,772,519,112,0,0,0,0,0,2006,326000
20,RL,Pave,None,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,None,None,None,8,WD,Normal,482,72,11846,2003,2004,562,1567,0,225,1792,1792,0,0,1792,2003,874,206,49,0,0,0,0,0,2006,374000
70,RM,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,Gable,CompShg,Stucco,Stucco,None,Gd,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1,0,1,1,4,1,Ex,7,Min2,1,Gd,Attchd,Unf,1,Fa,Fa,Y,None,None,None,6,WD,Normal,483,50,2500,1915,2005,0,299,0,611,910,916,910,0,1826,1915,164,0,0,0,0,0,0,0,2009,155000
120,RM,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,Unf,2,TA,TA,Y,None,None,None,5,WD,Normal,484,32,4500,1998,1998,116,897,0,319,1216,1216,0,0,1216,1998,402,0,125,0,0,0,0,0,2006,164000
20,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,Plywood,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,1,0,1,0,3,1,Gd,6,Typ,0,None,Detchd,Unf,1,TA,TA,Y,None,None,None,3,WD,Normal,485,0,7758,1962,2001,0,588,0,411,999,999,0,0,999,1963,264,0,132,0,0,0,0,0,2007,132500
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,0,0,1,0,3,1,Gd,5,Typ,1,Gd,Attchd,Unf,1,TA,TA,Y,None,None,None,7,WD,Normal,486,80,9600,1950,2007,0,607,0,506,1113,1113,0,0,1113,1950,264,0,80,120,0,0,0,0,2009,147000
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,1,0,1,1,3,1,TA,6,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,6,WD,Normal,487,79,10289,1965,1965,168,836,0,237,1073,1073,0,0,1073,1965,515,0,0,0,0,0,0,0,2007,156000
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,Gd,Y,SBrkr,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,None,None,None,2,WD,Normal,488,70,12243,1971,1971,0,998,0,486,1484,1484,0,0,1484,1971,487,224,0,0,0,180,0,0,2007,175000
190,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Fa,CBlock,TA,Fa,No,BLQ,Unf,GasA,TA,N,FuseA,0,0,2,0,3,2,TA,10,Mod,1,Gd,Attchd,Unf,2,TA,Fa,N,None,None,None,5,ConLD,Normal,489,60,10800,1900,1970,0,664,0,290,954,1766,648,0,2414,1970,520,142,0,0,0,0,0,0,2006,160000
180,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,Gable,CompShg,CemntBd,CmentBd,None,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,1,0,1,0,1,1,Gd,3,Typ,0,None,Attchd,Unf,1,TA,TA,Y,None,None,None,5,WD,Normal,490,21,1526,1970,2002,0,515,0,115,630,630,0,0,630,1970,286,0,0,0,0,0,0,0,2009,86000
160,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,TA,Y,SBrkr,0,0,1,1,3,1,TA,4,Typ,1,Gd,BuiltIn,Fin,1,TA,TA,Y,None,None,None,6,WD,Normal,491,0,2665,1976,1976,0,0,0,264,264,616,688,0,1304,1976,336,141,24,0,0,0,0,0,2008,115000
50,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,TA,Y,FuseA,1,0,1,0,3,1,Fa,5,Typ,2,TA,Attchd,Unf,1,TA,TA,Y,None,MnPrv,None,8,WD,Normal,492,79,9490,1941,1950,0,403,165,238,806,958,620,0,1578,1941,240,0,0,32,0,0,0,0,2006,133000
60,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0,2,1,3,1,TA,8,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,5,New,Partial,493,105,15578,2006,2006,0,0,0,728,728,728,728,0,1456,2006,429,0,0,0,0,0,0,0,2006,172785
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,FuseA,0,0,1,1,3,1,TA,6,Typ,1,Fa,Detchd,Unf,1,TA,TA,Y,None,None,None,6,WD,Normal,494,70,7931,1960,1960,0,374,532,363,1269,1269,0,0,1269,1964,308,0,0,0,0,0,0,0,2008,155000
30,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,0,0,1,0,2,1,TA,4,Typ,0,None,Attchd,Unf,1,TA,TA,Y,None,None,None,12,WD,Normal,495,50,5784,1938,1996,0,0,0,190,190,886,0,0,886,1938,273,144,20,80,0,0,0,0,2009,91300
30,C (all),Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,N,FuseA,0,0,1,0,2,1,TA,4,Typ,0,None,None,None,0,None,None,N,None,GdWo,None,11,WD,Abnorml,496,60,7879,1920,1950,0,495,0,225,720,720,0,0,720,NA,0,0,523,115,0,0,0,0,2009,34900
50,RL,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,PConc,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,4,1,TA,8,Typ,0,None,Detchd,Unf,1,TA,TA,N,None,GdPrv,None,6,WD,Normal,498,60,9120,1925,1950,0,329,0,697,1026,1133,687,0,1820,1925,240,0,100,0,0,0,0,0,2008,184000
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,0,0,1,0,3,1,Gd,5,Typ,0,None,Attchd,Fin,1,TA,TA,Y,None,MnPrv,None,6,WD,Normal,499,65,7800,1967,2004,89,450,0,414,864,899,0,0,899,1967,288,64,0,0,0,0,0,0,2009,130000
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,Fa,Y,SBrkr,0,1,1,0,2,1,TA,5,Typ,0,None,Attchd,Fin,1,TA,TA,Y,None,MnWw,Shed,6,WD,Normal,500,70,7535,1958,1985,0,111,279,522,912,912,0,0,912,1958,297,12,285,0,0,0,0,480,2007,120000
160,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,0,0,1,1,3,1,TA,7,Typ,0,None,Detchd,Unf,1,TA,TA,Y,None,None,None,5,WD,Normal,501,21,1890,1973,1973,285,356,0,316,672,672,546,0,1218,1973,264,144,28,0,0,0,0,0,2007,113000
60,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,2,WD,Normal,502,75,9803,2005,2005,0,400,0,466,866,866,902,0,1768,2005,603,0,108,0,0,0,0,0,2008,226700
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,GLQ,GasA,Ex,Y,SBrkr,1,0,1,0,2,1,TA,6,Typ,0,None,Detchd,Unf,2,Fa,Fa,Y,None,GdPrv,Shed,4,WD,Normal,503,70,9170,1965,1965,0,698,96,420,1214,1214,0,0,1214,1965,461,0,0,184,0,0,0,400,2007,140000
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,1,0,2,0,1,1,TA,6,Typ,2,TA,Attchd,Fin,2,TA,TA,Y,None,GdWo,None,3,WD,Normal,504,100,15602,1959,1997,0,1247,0,254,1501,1801,0,0,1801,1959,484,0,54,0,0,161,0,0,2010,289000
160,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,0,1,2,1,3,1,TA,6,Typ,1,Fa,Attchd,Unf,2,TA,TA,Y,None,None,None,6,WD,Normal,505,24,2308,1974,1974,0,257,495,103,855,855,467,0,1322,1974,440,260,0,0,0,0,0,0,2009,147000
90,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0,2,0,4,2,TA,10,Typ,0,None,Detchd,Unf,2,TA,TA,N,None,None,None,7,COD,Normal,506,60,7596,1952,1952,360,0,0,960,960,960,1000,0,1960,1952,400,0,0,0,0,0,0,0,2009,124500
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,None,None,None,9,WD,Normal,507,80,9554,1993,1994,125,380,0,397,777,1065,846,0,1911,1993,471,182,81,0,0,0,0,0,2006,215000
20,FV,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Gd,4,Typ,0,None,Attchd,Fin,2,TA,TA,Y,None,None,None,9,New,Partial,508,75,7862,2009,2009,0,27,0,1191,1218,1218,0,0,1218,2009,676,0,102,0,0,0,0,0,2009,208300
70,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,9,Gambrel,CompShg,MetalSd,MetalSd,None,TA,Ex,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2,TA,TA,N,None,None,None,10,WD,Normal,509,60,9600,1928,2005,0,141,0,548,689,689,689,0,1378,1928,360,0,0,116,0,0,0,0,2008,161000
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,RFn,1,TA,TA,Y,None,MnPrv,None,7,WD,Normal,510,80,9600,1959,1959,132,991,0,50,1041,1041,0,0,1041,1959,270,224,88,0,0,0,0,0,2009,124500
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,Gd,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,Ex,Y,SBrkr,1,0,1,0,2,1,TA,6,Min1,2,TA,CarPort,Unf,1,TA,TA,Y,None,None,Shed,6,WD,Normal,511,75,14559,1951,2000,70,650,180,178,1008,1363,0,0,1363,1951,288,324,42,0,0,168,0,2000,2009,164900
120,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,None,None,None,3,New,Partial,512,40,6792,2005,2006,94,0,0,1368,1368,1368,0,0,1368,2005,474,132,35,0,0,0,0,0,2006,202665
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,1,0,1,0,3,1,TA,5,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,None,None,7,WD,Normal,513,70,9100,1958,1958,0,521,174,169,864,864,0,0,864,1964,624,0,0,0,0,0,0,0,2006,129900
20,RL,Pave,None,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0,0,1,1,3,1,TA,5,Typ,0,None,Attchd,Unf,2,TA,TA,Y,None,None,None,6,WD,Normal,514,71,9187,1983,1983,0,336,0,748,1084,1080,0,0,1080,1983,484,120,0,158,0,0,0,0,2007,134000
45,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Grav,Fa,N,SBrkr,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,Unf,1,Po,Po,Y,None,MnPrv,None,6,WD,Normal,515,55,10594,1926,1950,0,0,0,768,768,789,0,0,789,1926,200,0,0,112,0,0,0,0,2007,96500
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,CBlock,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,1,3,1,Ex,9,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,None,None,None,9,New,Partial,516,94,12220,2009,2009,305,1436,0,570,2006,2020,0,0,2020,2009,900,156,54,0,0,0,0,0,2009,402861
80,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,None,GdPrv,None,8,COD,Abnorml,517,0,10448,1972,1972,333,0,0,689,689,1378,741,0,2119,1972,583,0,104,0,0,0,0,0,2009,158000
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,3,TA,TA,Y,None,None,None,7,WD,Normal,518,79,10208,1996,1997,921,0,0,1264,1264,1277,1067,0,2344,1996,889,220,0,0,0,0,0,0,2009,265000
60,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,1,3,1,TA,7,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,MnPrv,None,5,WD,Normal,519,0,9531,1998,1998,0,706,0,88,794,882,914,0,1796,1998,546,0,36,0,0,0,0,0,2007,211000
70,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,Gambrel,CompShg,MetalSd,MetalSd,None,Gd,TA,BrkTil,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,1,1,3,1,Gd,9,Typ,2,Gd,Detchd,Unf,1,TA,TA,Y,None,MnPrv,None,6,WD,Normal,520,53,10918,1926,2004,0,0,0,1276,1276,1276,804,0,2080,1926,282,0,0,0,0,145,0,0,2009,234000
190,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,None,None,None,None,None,GasA,TA,N,FuseA,0,0,2,0,3,2,TA,7,Typ,0,None,None,None,0,None,None,N,None,None,None,8,WD,Normal,521,60,10800,1900,2000,0,0,0,0,0,694,600,0,1294,NA,0,220,114,210,0,0,0,0,2008,106250
20,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,FuseA,0,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,Unf,1,TA,TA,Y,None,None,None,5,WD,Normal,522,90,11988,1957,1957,0,777,0,467,1244,1244,0,0,1244,1957,336,0,40,0,0,0,0,0,2007,150000
50,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,CemntBd,CmentBd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,TA,7,Typ,2,Gd,Detchd,Unf,2,TA,TA,Y,None,None,None,10,WD,Normal,523,50,5000,1947,1950,0,399,0,605,1004,1004,660,0,1664,1950,420,0,24,36,0,0,0,0,2006,159000
60,RL,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,Edwards,PosN,PosN,1Fam,2Story,10,5,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,3,1,3,1,Ex,11,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,None,None,None,10,New,Partial,524,130,40094,2007,2008,762,2260,0,878,3138,3138,1538,0,4676,2007,884,208,406,0,0,0,0,0,2007,184750
